users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
238090,Boulder B-cycle,708229,80211.0,Annual (Boulder B-cycle),391,6/5/15,6:23:00 AM,16th & Boulder,6/5/15,6:28:00 AM,16th & Little Raven,5
238113,Denver B-cycle,417348,80218.0,Annual Plus (Denver B-cycle),746,6/4/15,10:53:00 PM,17th & Franklin,6/4/15,10:56:00 PM,1551 Lafayette,3
238235,Denver B-cycle,770539,44017.0,30-day Renewing (Denver B-cycle),313,6/4/15,7:50:00 PM,18th & California,6/4/15,8:01:00 PM,16th & Platte,11
238311,Denver B-cycle,785944,80218.0,24-hour Kiosk Only (Denver B-cycle),672,6/4/15,6:56:00 PM,Ellsworth & Madison,6/4/15,7:13:00 PM,9th & Downing,17
238967,Denver B-cycle,726847,80211.0,Annual (Denver B-cycle),198,6/4/15,12:27:00 PM,15th & Delgany,6/4/15,12:36:00 PM,23rd & Clay,9
239578,Denver B-cycle,795961,99037.0,24-hour Kiosk Only (Denver B-cycle),585,6/3/15,8:13:00 PM,9th & Downing,6/3/15,9:16:00 PM,11th & Emerson,63
239817,Denver B-cycle,231326,80223.0,Annual (Denver B-cycle),432,6/3/15,4:44:00 PM,Denver Public Library,6/3/15,4:57:00 PM,1st & Broadway,13
240325,Denver B-cycle,785790,80218.0,Annual (Denver B-cycle),271,6/3/15,10:50:00 AM,REI,6/3/15,11:12:00 AM,11th & Emerson,22
241809,Denver B-cycle,225942,80120.0,Annual (Denver B-cycle),749,6/2/15,9:28:00 AM,14th & Ogden,6/2/15,9:34:00 AM,Denver Public Library,6
242393,Denver B-cycle,120935,80003.0,Annual (Denver B-cycle),259,6/1/15,6:16:00 PM,2045 Franklin,6/1/15,6:30:00 PM,17th & Blake,14
242446,Denver B-cycle,769996,80214.0,24-hour Kiosk Only (Denver B-cycle),781,6/1/15,5:46:00 PM,Pepsi Center,6/1/15,6:10:00 PM,16th & Boulder,24
242569,Denver B-cycle,792759,80013.0,24-hour Kiosk Only (Denver B-cycle),636,6/1/15,4:58:00 PM,15th & Curtis,6/1/15,5:18:00 PM,13th & Marion,20
243377,Denver B-cycle,360079,80202.0,Annual (Denver B-cycle),30,6/1/15,7:28:00 AM,20th & Chestnut,6/1/15,7:30:00 AM,Union Station Light Rail at 17th,2
243685,Denver B-cycle,791282,55428.0,24-hour Kiosk Only (Denver B-cycle),307,5/31/15,6:35:00 PM,Denver Botanic Gardens,5/31/15,8:43:00 PM,18th & California,128
243867,Denver B-cycle,791000,30309.0,24-hour Kiosk Only (Denver B-cycle),19,5/31/15,4:58:00 PM,22nd & Market,5/31/15,5:27:00 PM,Colfax & Steele,29
244325,Denver B-cycle,789744,80004.0,24-hour Kiosk Only (Denver B-cycle),179,5/31/15,1:54:00 PM,1550 Glenarm,5/31/15,1:58:00 PM,14th & Stout,4
244580,Denver B-cycle,790521,86005.0,24-hour Kiosk Only (Denver B-cycle),148,5/31/15,12:13:00 PM,1551 Lafayette,5/31/15,12:42:00 PM,Denver Botanic Gardens,29
245299,Denver B-cycle,789409,57701.0,24-hour Kiosk Only (Denver B-cycle),416,5/30/15,6:07:00 PM,19th & Market,5/30/15,6:19:00 PM,Broadway & Walnut,12
245427,Denver B-cycle,789287,80238.0,24-hour Kiosk Only (Denver B-cycle),105,5/30/15,5:11:00 PM,3rd & Milwaukee,5/30/15,6:12:00 PM,3rd & Milwaukee,61
245554,Denver B-cycle,789206,80211.0,24-hour Kiosk Only (Denver B-cycle),533,5/30/15,4:21:00 PM,32nd & Clay,5/30/15,4:55:00 PM,25th & Lawrence,34
246634,Denver B-cycle,613130,80203.0,Annual (Denver B-cycle),273,5/30/15,8:54:00 AM,12th & Sherman,5/30/15,8:58:00 AM,9th & Logan,4
246744,Denver B-cycle,671029,80204.0,24-hour Kiosk Only (Denver B-cycle),234,5/29/15,8:43:00 PM,Denver Public Library,5/29/15,8:46:00 PM,12th & Sherman,3
247494,Denver B-cycle,562459,80203.0,Annual (Denver B-cycle),31,5/29/15,11:40:00 AM,19th & Pearl,5/29/15,11:47:00 AM,14th & Stout,7
247810,Denver B-cycle,672847,80202.0,Annual Plus (Denver B-cycle),81,5/29/15,7:48:00 AM,17th & Larimer,5/29/15,7:54:00 AM,16th & Broadway,6
247858,Denver B-cycle,64589,80205.0,Annual (Denver B-cycle),149,5/29/15,7:24:00 AM,17th & Race,5/29/15,7:31:00 AM,16th & Broadway,7
247996,Denver B-cycle,424590,80234.0,Annual (Denver B-cycle),169,5/28/15,8:46:00 PM,14th & Stout,5/28/15,8:53:00 PM,Union Station Light Rail at 17th,7
248367,Denver B-cycle,344420,80202.0,Annual (Denver B-cycle),265,5/28/15,4:18:00 PM,2045 Franklin,5/28/15,4:33:00 PM,20th & Chestnut,15
248374,Denver B-cycle,244300,80303.0,Annual (Denver B-cycle),125,5/28/15,4:14:00 PM,9th & Logan,5/28/15,4:25:00 PM,17th & Pearl,11
248441,Denver B-cycle,785606,80205.0,30-day Renewing (Denver B-cycle),750,5/28/15,3:18:00 PM,9th & Curtis,5/28/15,3:27:00 PM,17th & Larimer,9
248716,Denver B-cycle,785352,55024.0,24-hour Kiosk Only (Denver B-cycle),452,5/28/15,10:58:00 AM,15th & Cleveland,5/28/15,11:28:00 AM,Denver Museum of Nature & Science,30
249174,Denver B-cycle,783570,86005.0,30-day Renewing (Denver B-cycle),725,5/27/15,8:02:00 PM,17th & Blake,5/27/15,8:08:00 PM,18th & California,6
250575,Denver B-cycle,11143,80210.0,Annual (Denver B-cycle),370,5/26/15,7:09:00 PM,7th & Grant,5/26/15,7:26:00 PM,Florida & S. Pearl,17
250627,Denver B-cycle,783501,80530.0,24-hour Kiosk Only (Denver B-cycle),917,5/26/15,6:24:00 PM,19th & Market,5/26/15,6:37:00 PM,14th & Stout,13
250744,Denver B-cycle,237305,80211.0,Annual (Denver B-cycle),556,5/26/15,5:21:00 PM,Webb Building,5/26/15,5:24:00 PM,14th & Stout,3
250779,Denver B-cycle,360177,80218.0,Annual Plus (Denver B-cycle),479,5/26/15,5:09:00 PM,9th & Downing,5/26/15,5:12:00 PM,13th & Marion,3
250906,Denver B-cycle,763935,80203.0,30-day Renewing (Denver B-cycle),675,5/26/15,3:48:00 PM,Market Street Station,5/26/15,4:11:00 PM,15th & Cleveland,23
251250,Denver B-cycle,782580,80469.0,24-hour Kiosk Only (Denver B-cycle),101,5/26/15,11:22:00 AM,11th & Broadway,5/26/15,11:30:00 AM,13th & Pearl,8
251842,Denver B-cycle,781778,80212.0,24-hour Kiosk Only (Denver B-cycle),804,5/25/15,4:39:00 PM,19th & Wynkoop,5/25/15,4:59:00 PM,32nd & Clay,20
253117,Denver B-cycle,776048,21620.0,24-hour Kiosk Only (Denver B-cycle),219,5/24/15,6:20:00 PM,12th & Columbine,5/24/15,6:40:00 PM,Webb Building,20
253381,Denver B-cycle,779143,51503.0,24-hour Kiosk Only (Denver B-cycle),722,5/24/15,2:15:00 PM,16th & Broadway,5/24/15,2:27:00 PM,22nd & Pennsylvania,12
253600,Denver B-cycle,601622,80203.0,24-hour Kiosk Only (Denver B-cycle),134,5/24/15,12:16:00 PM,11th & Broadway,5/24/15,12:34:00 PM,Union Station Light Rail at 17th,18
253862,Denver B-cycle,776435,43113.0,24-hour Kiosk Only (Denver B-cycle),56,5/24/15,9:43:00 AM,11th & Broadway,5/24/15,9:54:00 AM,18th & California,11
255161,Denver B-cycle,775174,80233.0,24-hour Kiosk Only (Denver B-cycle),507,5/22/15,2:53:00 PM,9th & Curtis,5/22/15,6:25:00 PM,9th & Curtis,212
255162,Denver B-cycle,739674,80203.0,Annual (Denver B-cycle),38,5/22/15,2:53:00 PM,9th & Logan,5/22/15,3:09:00 PM,19th & Wynkoop,16
255356,Denver B-cycle,774675,78676.0,24-hour Kiosk Only (Denver B-cycle),104,5/22/15,11:29:00 AM,Colfax & Gaylord,5/22/15,3:23:00 PM,Colfax & Gaylord,234
255828,Denver B-cycle,773450,32837.0,24-hour Kiosk Only (Denver B-cycle),638,5/21/15,4:12:00 PM,22nd & Market,5/21/15,4:18:00 PM,28th & Larimer,6
256341,Denver B-cycle,735407,80205.0,Annual (Denver B-cycle),500,5/21/15,7:30:00 AM,22nd & Pennsylvania,5/21/15,7:34:00 AM,16th & Sherman,4
257020,Denver B-cycle,589452,80211.0,Annual (Denver B-cycle),437,5/20/15,8:15:00 AM,23rd & Clay,5/20/15,9:44:00 AM,1550 Glenarm,89
257557,Denver B-cycle,771102,80211.0,24-hour Kiosk Only (Denver B-cycle),611,5/18/15,10:22:00 PM,25th & Lawrence,5/18/15,10:30:00 PM,28th & Larimer,8
257861,Denver B-cycle,233326,80122.0,Annual (Denver B-cycle),499,5/18/15,4:05:00 PM,18th & California,5/18/15,4:17:00 PM,REI,12
258023,Denver B-cycle,413057,80218.0,Annual (Denver B-cycle),469,5/18/15,12:57:00 PM,17th & Pearl,5/18/15,1:08:00 PM,6th & Clarkson,11
258119,Denver B-cycle,13112,80218.0,Annual (Denver B-cycle),151,5/18/15,10:29:00 AM,1551 Lafayette,5/18/15,10:48:00 AM,6th & Clarkson,19
258288,Denver B-cycle,579774,80218.0,30-day Renewing (Denver B-cycle),191,5/18/15,6:54:00 AM,13th & Marion,5/18/15,7:02:00 AM,16th & Broadway,8
259159,Denver B-cycle,488784,80211.0,Annual (Denver B-cycle),665,5/17/15,10:42:00 AM,16th & Boulder,5/17/15,10:55:00 AM,16th & Platte,13
259188,Denver B-cycle,761943,80203.0,24-hour Kiosk Only (Denver B-cycle),548,5/17/15,10:27:00 AM,Pepsi Center,5/17/15,10:44:00 AM,19th & Wynkoop,17
259472,Denver B-cycle,768351,66210.0,24-hour Kiosk Only (Denver B-cycle),681,5/16/15,9:10:00 PM,Broadway & Walnut,5/16/15,11:57:00 PM,Broadway & Walnut,167
259521,Denver B-cycle,537059,80206.0,Annual (Denver B-cycle),414,5/16/15,7:38:00 PM,12th & Columbine,5/16/15,7:55:00 PM,Market Street Station,17
259673,Denver B-cycle,46151,80202.0,Annual (Denver B-cycle),681,5/16/15,5:17:00 PM,18th & California,5/16/15,5:26:00 PM,Broadway & Walnut,9
260181,Denver B-cycle,767093,77020.0,24-hour Kiosk Only (Denver B-cycle),934,5/16/15,11:18:00 AM,17th & Pearl,5/16/15,11:37:00 AM,16th & Sherman,19
260223,Denver B-cycle,767025,19148.0,24-hour Kiosk Only (Denver B-cycle),898,5/16/15,10:56:00 AM,19th & Market,5/16/15,11:04:00 AM,15th & Curtis,8
260962,Denver B-cycle,765939,32810.0,24-hour Kiosk Only (Denver B-cycle),104,5/15/15,2:39:00 PM,1551 Lafayette,5/15/15,2:55:00 PM,16th & Sherman,16
261087,Denver B-cycle,245535,80209.0,Annual (Denver B-cycle),371,5/15/15,1:10:00 PM,11th & Emerson,5/15/15,1:21:00 PM,Bayaud & Emerson,11
261586,Denver B-cycle,11560,80202.0,Annual (Denver B-cycle),614,5/15/15,7:11:00 AM,Union Station Light Rail at 17th,5/15/15,7:23:00 AM,Webb Building,12
261862,Denver B-cycle,764294,30606.0,24-hour Kiosk Only (Denver B-cycle),638,5/14/15,6:01:00 PM,16th & Little Raven,5/14/15,6:11:00 PM,17th & Larimer,10
262588,Denver B-cycle,764370,80211.0,24-hour Kiosk Only (Denver B-cycle),137,5/14/15,9:20:00 AM,17th & Tejon,5/14/15,9:33:00 AM,19th & Wynkoop,13
264114,Denver B-cycle,115513,80305.0,Annual (Denver B-cycle),957,5/12/15,6:11:00 PM,1550 Glenarm,5/12/15,6:17:00 PM,17th & Blake,6
264984,Denver B-cycle,112027,80640.0,Annual (Denver B-cycle),914,5/12/15,7:14:00 AM,25th & Lawrence,5/12/15,7:22:00 AM,17th & Curtis,8
265136,Denver B-cycle,761742,91786.0,24-hour Kiosk Only (Denver B-cycle),72,5/11/15,7:20:00 PM,18th & California,5/12/15,6:35:00 AM,14th & Elati,675
265741,Denver B-cycle,756005,33626.0,24-hour Kiosk Only (Denver B-cycle),17,5/11/15,11:19:00 AM,22nd & Market,5/11/15,11:35:00 AM,9th & Curtis,16
266106,Denver B-cycle,760747,80127.0,24-hour Kiosk Only (Denver B-cycle),599,5/10/15,5:50:00 PM,17th & Pearl,5/10/15,6:12:00 PM,20th & Chestnut,22
266475,Denver B-cycle,49922,80218.0,Annual (Denver B-cycle),287,5/9/15,1:09:00 PM,9th & Downing,5/9/15,1:22:00 PM,9th & Downing,13
266751,Denver B-cycle,220543,80241.0,Annual (Denver B-cycle),61,5/8/15,4:57:00 PM,14th & Elati,5/8/15,5:08:00 PM,15th & Delgany,11
266907,Denver B-cycle,757415,98503.0,24-hour Kiosk Only (Denver B-cycle),348,5/8/15,1:05:00 PM,3rd & Milwaukee,5/8/15,1:30:00 PM,1350 Larimer,25
267083,Denver B-cycle,290166,80206.0,Annual (Denver B-cycle),569,5/8/15,8:09:00 AM,12th & Columbine,5/8/15,8:17:00 AM,3rd & Milwaukee,8
267219,Denver B-cycle,756783,80204.0,24-hour Kiosk Only (Denver B-cycle),342,5/7/15,8:02:00 PM,REI,5/7/15,8:25:00 PM,13th & Speer,23
267395,Denver B-cycle,756162,48380.0,24-hour Kiosk Only (Denver B-cycle),550,5/7/15,5:21:00 PM,9th & Santa Fe,5/7/15,5:37:00 PM,22nd & Market,16
267453,Denver B-cycle,432848,80204.0,Annual (Denver B-cycle),145,5/7/15,4:55:00 PM,Webb Building,5/7/15,4:59:00 PM,13th & Speer,4
267480,Denver B-cycle,122285,80205.0,Annual (Denver B-cycle),529,5/7/15,4:38:00 PM,33rd & Arapahoe,5/7/15,4:42:00 PM,Broadway & Walnut,4
267624,Denver B-cycle,756362,0.0,24-hour Kiosk Only (Denver B-cycle),358,5/7/15,2:31:00 PM,16th & Platte,5/7/15,3:43:00 PM,16th & Platte,72
268508,Denver B-cycle,503136,80011.0,24-hour Kiosk Only (Denver B-cycle),757,5/6/15,3:39:00 PM,10th & Osage,5/6/15,3:51:00 PM,12th & Sherman,12
269620,Denver B-cycle,388873,80120.0,Annual (Denver B-cycle),656,5/4/15,8:36:00 PM,12th & Sherman,5/4/15,8:45:00 PM,10th & Osage,9
270028,Denver B-cycle,752573,49008.0,24-hour Kiosk Only (Denver B-cycle),675,5/4/15,1:24:00 PM,1st & Broadway,5/4/15,1:38:00 PM,Denver Public Library,14
270186,Denver B-cycle,277281,80218.0,Annual (Denver B-cycle),377,5/4/15,10:18:00 AM,19th & Pearl,5/4/15,10:25:00 AM,17th & Blake,7
272077,Denver B-cycle,398656,80218.0,Annual (Denver B-cycle),317,5/2/15,1:49:00 PM,17th & Downing,5/2/15,1:54:00 PM,16th & Broadway,5
272694,Denver B-cycle,396075,80204.0,Annual (Denver B-cycle),156,5/1/15,8:11:00 PM,16th & Broadway,5/1/15,8:22:00 PM,9th & Santa Fe,11
272824,Denver B-cycle,746774,94957.0,24-hour Kiosk Only (Denver B-cycle),156,5/1/15,5:49:00 PM,3rd & Milwaukee,5/1/15,6:38:00 PM,16th & Broadway,49
273000,Denver B-cycle,355646,80203.0,Annual (Denver B-cycle),586,5/1/15,4:23:00 PM,1350 Larimer,5/1/15,4:32:00 PM,16th & Sherman,9
273235,Denver B-cycle,746506,21144.0,24-hour Kiosk Only (Denver B-cycle),324,5/1/15,12:23:00 PM,3rd & Milwaukee,5/1/15,1:43:00 PM,22nd & Market,80
273408,Denver B-cycle,581625,80204.0,Annual (Denver B-cycle),7,5/1/15,9:16:00 AM,16th & Sherman,5/1/15,9:24:00 AM,13th & Speer,8
273480,Denver B-cycle,745915,85248.0,24-hour Kiosk Only (Denver B-cycle),785,5/1/15,8:22:00 AM,15th & Cleveland,5/1/15,9:29:00 AM,15th & Cleveland,67
274529,Denver B-cycle,623752,80204.0,Annual (Denver B-cycle),906,4/30/15,8:51:00 AM,9th & Santa Fe,4/30/15,8:55:00 AM,10th & Osage,4
274589,Denver B-cycle,381256,80205.0,Annual (Denver B-cycle),725,4/30/15,8:17:00 AM,22nd & Market,4/30/15,8:22:00 AM,18th & California,5
275378,Denver B-cycle,45561,80203.0,Annual (Denver B-cycle),202,4/29/15,2:36:00 PM,11th & Emerson,4/29/15,2:55:00 PM,7th & Grant,19
275485,Denver B-cycle,64593,80202.0,Annual (Denver B-cycle),51,4/29/15,1:04:00 PM,1450 Wazee,4/29/15,1:12:00 PM,14th & Welton,8
275680,Denver B-cycle,612340,80218.0,Annual (Denver B-cycle),92,4/29/15,9:30:00 AM,12th & Sherman,4/29/15,9:38:00 AM,1550 Glenarm,8
276679,Denver B-cycle,742156,80121.0,Annual (Denver B-cycle),815,4/28/15,12:07:00 PM,17th & Blake,4/28/15,12:14:00 PM,16th & Platte,7
276764,Denver B-cycle,49503,80202.0,Annual (Denver B-cycle),797,4/28/15,10:47:00 AM,9th & Downing,4/28/15,10:51:00 AM,9th & Logan,4
277164,Denver B-cycle,741851,80203.0,24-hour Kiosk Only (Denver B-cycle),899,4/27/15,6:15:00 PM,9th & Logan,4/27/15,7:19:00 PM,9th & Logan,64
277419,Denver B-cycle,23784,80203.0,Annual (Denver B-cycle),319,4/27/15,1:12:00 PM,Bayaud & Pennsylvania,4/27/15,1:29:00 PM,Cherry Creek Mall,17
277481,Denver B-cycle,130367,80218.0,Annual (Denver B-cycle),638,4/27/15,9:45:00 AM,11th & Emerson,4/27/15,9:49:00 AM,12th & Sherman,4
277899,Denver B-cycle,121010,78751.0,Annual (Denver B-cycle),422,4/25/15,6:14:00 PM,12th & Sherman,4/25/15,6:33:00 PM,17th & Blake,19
278512,Denver B-cycle,738438,80021.0,24-hour Kiosk Only (Denver B-cycle),913,4/25/15,1:31:00 PM,1450 Wazee,4/25/15,1:48:00 PM,17th & Tejon,17
279192,Denver B-cycle,737948,80211.0,24-hour Kiosk Only (Denver B-cycle),254,4/24/15,7:10:00 PM,16th & Boulder,4/24/15,7:40:00 PM,11th & Broadway,30
279275,Denver B-cycle,392624,80211.0,Annual (Denver B-cycle),291,4/24/15,6:03:00 PM,18th & California,4/24/15,6:15:00 PM,16th & Boulder,12
280184,Denver B-cycle,736665,81230.0,24-hour Kiosk Only (Denver B-cycle),513,4/24/15,7:01:00 AM,14th & Welton,4/24/15,7:37:00 AM,14th & Welton,36
280363,Denver B-cycle,252752,80203.0,Annual (Denver B-cycle),43,4/23/15,6:48:00 PM,1450 Wazee,4/23/15,7:06:00 PM,11th & Broadway,18
281951,Denver B-cycle,735672,80011.0,24-hour Kiosk Only (Denver B-cycle),359,4/22/15,12:11:00 PM,15th & Delgany,4/22/15,12:38:00 PM,REI,27
282158,Denver B-cycle,715524,80209.0,Annual (Denver B-cycle),86,4/22/15,8:45:00 AM,Bayaud & Pennsylvania,4/22/15,8:58:00 AM,Florida & S. Pearl,13
282569,Denver B-cycle,397977,80203.0,Annual (Denver B-cycle),175,4/21/15,6:03:00 PM,7th & Grant,4/21/15,6:08:00 PM,1st & Broadway,5
282574,Denver B-cycle,735110,80210.0,24-hour Kiosk Only (Denver B-cycle),797,4/21/15,5:59:00 PM,Broadway & Walnut,4/21/15,7:38:00 PM,Broadway & Walnut,99
282795,Denver B-cycle,734825,60657.0,24-hour (Denver B-cycle),702,4/21/15,4:03:00 PM,Denver Public Library,4/21/15,4:25:00 PM,19th & Wynkoop,22
282841,Denver B-cycle,395197,80229.0,Annual (Denver B-cycle),185,4/21/15,3:30:00 PM,20th & Chestnut,4/21/15,3:33:00 PM,19th & Wynkoop,3
283557,Denver B-cycle,34772,80202.0,Annual (Denver B-cycle),398,4/20/15,7:05:00 PM,Broadway & Walnut,4/20/15,7:10:00 PM,17th & Larimer,5
284221,Denver B-cycle,713045,80234.0,24-hour Kiosk Only (Denver B-cycle),362,4/20/15,12:17:00 PM,Cherry Creek Mall,4/20/15,12:48:00 PM,Denver Public Library,31
284345,Denver B-cycle,733455,75201.0,24-hour Kiosk Only (Denver B-cycle),394,4/20/15,10:16:00 AM,29th & Zuni,4/20/15,11:22:00 AM,16th & Platte,66
284510,Denver B-cycle,431346,80205.0,Annual (Denver B-cycle),688,4/20/15,7:48:00 AM,Park Ave West & Tremont,4/20/15,7:54:00 AM,16th & Sherman,6
285717,Denver B-cycle,730711,79701.0,24-hour Kiosk Only (Denver B-cycle),67,4/18/15,3:02:00 PM,14th & Ogden,4/18/15,3:16:00 PM,14th & Ogden,14
287072,Denver B-cycle,216607,80202.0,Annual (Denver B-cycle),354,4/15/15,6:35:00 PM,13th & Speer,4/15/15,6:45:00 PM,15th & Curtis,10
287210,Denver B-cycle,610005,80203.0,Annual (Denver B-cycle),94,4/15/15,5:07:00 PM,16th & Sherman,4/15/15,5:16:00 PM,9th & Logan,9
287250,Denver B-cycle,34767,80237.0,Annual (Denver B-cycle),422,4/15/15,4:45:00 PM,Denver Public Library,4/15/15,4:53:00 PM,10th & Osage,8
287260,Denver B-cycle,72870,80210.0,Annual (Denver B-cycle),156,4/15/15,4:37:00 PM,16th & Broadway,4/15/15,4:43:00 PM,18th & Arapahoe,6
287894,Denver B-cycle,610005,80203.0,Annual (Denver B-cycle),473,4/15/15,7:24:00 AM,9th & Logan,4/15/15,7:32:00 AM,16th & Sherman,8
287983,Denver B-cycle,406266,80202.0,Annual (Denver B-cycle),184,4/14/15,9:51:00 PM,20th & Chestnut,4/14/15,9:52:00 PM,20th & Chestnut,1
288148,Denver B-cycle,703081,80202.0,30-day Renewing (Denver B-cycle),766,4/14/15,6:13:00 PM,17th & Larimer,4/14/15,6:31:00 PM,32nd & Clay,18
288706,Denver B-cycle,253614,80233.0,Annual (Denver B-cycle),786,4/14/15,11:30:00 AM,Denver Public Library,4/14/15,11:41:00 AM,REI,11
288804,Denver B-cycle,704890,80203.0,24-hour Kiosk Only (Denver B-cycle),33,4/14/15,9:17:00 AM,13th & Pearl,4/14/15,9:24:00 AM,18th & California,7
289118,Denver B-cycle,384284,80203.0,Annual (Denver B-cycle),529,4/13/15,7:53:00 PM,14th & Welton,4/13/15,7:57:00 PM,19th & Pearl,4
289309,Denver B-cycle,44080,80238.0,Annual (Denver B-cycle),29,4/13/15,5:39:00 PM,Market Street Station,4/13/15,5:46:00 PM,25th & Lawrence,7
289856,Denver B-cycle,330438,80209.0,Annual (Denver B-cycle),91,4/13/15,10:54:00 AM,16th & Little Raven,4/13/15,10:57:00 AM,16th & Boulder,3
290041,Denver B-cycle,34772,80202.0,Annual (Denver B-cycle),658,4/13/15,8:06:00 AM,17th & Larimer,4/13/15,8:15:00 AM,33rd & Arapahoe,9
291483,Denver B-cycle,445720,80202.0,Annual (Denver B-cycle),394,4/11/15,6:43:00 PM,15th & Delgany,4/11/15,6:53:00 PM,14th & Stout,10
292048,Denver B-cycle,720420,53593.0,24-hour Kiosk Only (Denver B-cycle),540,4/11/15,3:16:00 PM,Denver Botanic Gardens,4/11/15,3:39:00 PM,17th & Pearl,23
292179,Denver B-cycle,360077,80202.0,Annual (Denver B-cycle),658,4/11/15,2:33:00 PM,20th & Chestnut,4/11/15,2:36:00 PM,19th & Wynkoop,3
292663,Denver B-cycle,46151,80202.0,Annual (Denver B-cycle),477,4/11/15,11:07:00 AM,REI,4/11/15,11:24:00 AM,18th & California,17
293153,Denver B-cycle,460590,80203.0,Annual (Denver B-cycle),661,4/10/15,5:55:00 PM,Union Station Light Rail at 17th,4/10/15,6:06:00 PM,Market Street Station,11
293916,Denver B-cycle,718026,80015.0,24-hour Kiosk Only (Denver B-cycle),988,4/10/15,12:42:00 PM,Denver Museum of Nature & Science,4/10/15,1:51:00 PM,Denver Museum of Nature & Science,69
293970,Denver B-cycle,588094,80209.0,24-hour Kiosk Only (Denver B-cycle),570,4/10/15,12:23:00 PM,Louisiana & Franklin,4/11/15,4:55:00 AM,Union Station Light Rail at 17th,992
294268,Denver B-cycle,569374,80220.0,Annual (Denver B-cycle),38,4/10/15,9:18:00 AM,28th & Larimer,4/10/15,9:34:00 AM,9th & Curtis,16
294376,Denver B-cycle,45552,80205.0,Annual (Denver B-cycle),351,4/10/15,8:00:00 AM,32nd & Clay,4/10/15,8:11:00 AM,19th & Market,11
294741,Denver B-cycle,612531,80204.0,Annual (Denver B-cycle),134,4/9/15,5:14:00 PM,1350 Larimer,4/9/15,5:24:00 PM,Denver Health,10
295044,Denver B-cycle,44080,80238.0,Annual (Denver B-cycle),347,4/9/15,10:28:00 AM,25th & Lawrence,4/9/15,10:34:00 AM,Market Street Station,6
295105,Denver B-cycle,44711,80211.0,Annual (Denver B-cycle),171,4/9/15,8:55:00 AM,20th & Chestnut,4/9/15,8:59:00 AM,1450 Wazee,4
295174,Denver B-cycle,637747,80211.0,Annual Plus (Denver B-cycle),371,4/9/15,8:04:00 AM,17th & Tejon,4/9/15,8:08:00 AM,16th & Little Raven,4
295348,Denver B-cycle,224537,80205.0,Annual (Denver B-cycle),577,4/8/15,8:04:00 PM,19th & Wynkoop,4/8/15,8:19:00 PM,25th & Lawrence,15
295522,Denver B-cycle,355646,80203.0,Annual (Denver B-cycle),698,4/8/15,5:31:00 PM,1350 Larimer,4/8/15,5:39:00 PM,16th & Sherman,8
295570,Denver B-cycle,292475,80206.0,Annual (Denver B-cycle),716,4/8/15,5:07:00 PM,17th & Larimer,4/8/15,5:23:00 PM,11th & Emerson,16
296444,Denver B-cycle,713853,80031.0,Annual Plus (Denver B-cycle),74,4/7/15,7:00:00 PM,15th & Cleveland,4/7/15,7:10:00 PM,1450 Wazee,10
296589,Denver B-cycle,385154,80209.0,Annual (Denver B-cycle),221,4/7/15,5:29:00 PM,2045 Franklin,4/7/15,5:48:00 PM,Ellsworth & Madison,19
296924,Denver B-cycle,714545,85488.0,24-hour Kiosk Only (Denver B-cycle),569,4/7/15,2:00:00 PM,16th & Platte,4/7/15,2:21:00 PM,18th & California,21
297059,Denver B-cycle,693228,80004.0,Annual (Denver B-cycle),680,4/7/15,12:05:00 PM,1550 Glenarm,4/7/15,12:42:00 PM,19th & Market,37
297314,Denver B-cycle,120639,80403.0,Annual (Denver B-cycle),833,4/7/15,7:58:00 AM,Denver Health,4/7/15,8:04:00 AM,13th & Speer,6
297506,Denver B-cycle,703023,80203.0,Annual (Denver B-cycle),920,4/6/15,8:41:00 PM,7th & Grant,4/6/15,8:53:00 PM,15th & Curtis,12
297942,Denver B-cycle,209372,80203.0,Annual (Denver B-cycle),316,4/6/15,4:03:00 PM,19th & Pearl,4/6/15,4:09:00 PM,1551 Lafayette,6
298175,Denver B-cycle,714208,80226.0,24-hour Kiosk Only (Denver B-cycle),364,4/6/15,1:33:00 PM,17th & Larimer,4/6/15,2:39:00 PM,16th & Platte,66
298364,Denver B-cycle,714059,49009.0,24-hour Kiosk Only (Denver B-cycle),449,4/6/15,11:14:00 AM,2045 Franklin,4/6/15,11:59:00 AM,16th & Platte,45
298891,Denver B-cycle,713553,80246.0,24-hour Kiosk Only (Denver B-cycle),50,4/5/15,6:35:00 PM,Market Street Station,4/5/15,7:06:00 PM,15th & Curtis,31
299903,Denver B-cycle,575768,80205.0,Annual (Denver B-cycle),105,4/5/15,11:36:00 AM,Park Ave West & Tremont,4/5/15,11:52:00 AM,Union Station Light Rail at 17th,16
300004,Denver B-cycle,225019,80206.0,Annual (Denver B-cycle),302,4/5/15,10:38:00 AM,9th & Downing,4/5/15,10:47:00 AM,12th & Columbine,9
300396,Denver B-cycle,711129,45227.0,24-hour Kiosk Only (Denver B-cycle),535,4/4/15,6:12:00 PM,28th & Larimer,4/4/15,6:26:00 PM,18th & Arapahoe,14
300557,Denver B-cycle,711651,80210.0,24-hour Kiosk Only (Denver B-cycle),280,4/4/15,4:55:00 PM,Denver Zoo,4/4/15,5:25:00 PM,Denver Zoo,30
