users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
Denver B-cycle,33990,80202,Annual (Denver B-cycle),26,12/31/15,12:10:00 PM,Webb Building,12/31/15,12:12:00 PM,Webb Building,2
Denver B-cycle,1014023,80203,Monthly (Denver B-cycle),849,12/31/15,12:04:00 PM,19th & Market,12/31/15,12:20:00 PM,11th & Broadway,16
Denver B-cycle,207914,80203,Annual (Denver B-cycle),761,12/31/15,11:52:00 AM,16th & Sherman,12/31/15,11:57:00 AM,13th & Pearl,5
Denver B-cycle,592083,80202,Annual (Denver B-cycle),250,12/31/15,11:48:00 AM,18th & California,12/31/15,11:53:00 AM,15th & Delgany,5
Denver B-cycle,545582,80205,Monthly (Denver B-cycle),744,12/31/15,11:46:00 AM,17th & Race,12/31/15,11:54:00 AM,Five Points,8
Denver B-cycle,48462,80218,Annual (Denver B-cycle),84,12/31/15,11:30:00 AM,16th & Broadway,12/31/15,11:39:00 AM,6th & Clarkson,9
Boulder B-cycle,985062,80206,Republic Rider (Boulder B-cycle),49,12/31/15,11:28:00 AM,17th & Race,12/31/15,11:47:00 AM,1450 Wazee,19
Denver B-cycle,1038168,33455,Monthly (Denver B-cycle),531,12/31/15,11:25:00 AM,17th & Tejon,12/31/15,11:36:00 AM,19th & Market,11
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),439,12/31/15,11:24:00 AM,11th & Emerson,12/31/15,12:18:00 PM,9th & Downing,54
Denver B-cycle,1051448,80111,24-hour Kiosk Only (Denver B-cycle),19,12/31/15,11:21:00 AM,10th & Osage,12/31/15,11:29:00 AM,11th & Broadway,8
Denver B-cycle,257970,80202,Annual Plus (Denver B-cycle),600,12/31/15,11:19:00 AM,20th & Chestnut,12/31/15,11:22:00 AM,19th & Wynkoop,3
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),439,12/31/15,11:08:00 AM,9th & Logan,12/31/15,11:22:00 AM,11th & Emerson,14
Denver B-cycle,207914,80203,Annual (Denver B-cycle),547,12/31/15,11:05:00 AM,13th & Pearl,12/31/15,11:15:00 AM,1550 Glenarm,10
Denver B-cycle,356889,80202,Annual (Denver B-cycle),180,12/31/15,11:02:00 AM,16th & Little Raven,12/31/15,11:38:00 AM,7th & Grant,36
Denver B-cycle,20075,80203,Annual Plus (Denver B-cycle),417,12/31/15,10:59:00 AM,28th & Larimer,12/31/15,11:15:00 AM,9th & Logan,16
Denver B-cycle,48462,80218,Annual (Denver B-cycle),84,12/31/15,10:58:00 AM,6th & Clarkson,12/31/15,11:08:00 AM,16th & Broadway,10
Denver B-cycle,770572,80204,Annual Plus (Denver B-cycle),956,12/31/15,10:58:00 AM,10th & Osage,12/31/15,11:13:00 AM,13th & Speer,15
Denver B-cycle,484632,80203,Annual (Denver B-cycle),612,12/31/15,10:50:00 AM,9th & Logan,12/31/15,1:30:00 PM,16th & Sherman,160
Denver B-cycle,33990,80202,Annual (Denver B-cycle),471,12/31/15,10:49:00 AM,14th & Stout,12/31/15,10:58:00 AM,Denver Public Library,9
Denver B-cycle,486124,80203,Annual (Denver B-cycle),589,12/31/15,10:46:00 AM,12th & Sherman,12/31/15,11:06:00 AM,12th & Sherman,20
Denver B-cycle,1014023,80203,Monthly (Denver B-cycle),849,12/31/15,10:43:00 AM,11th & Broadway,12/31/15,10:58:00 AM,19th & Market,15
Denver B-cycle,1051419,,24-hour Kiosk Only (Denver B-cycle),221,12/31/15,10:36:00 AM,1350 Larimer,12/31/15,10:48:00 AM,1350 Larimer,12
Denver B-cycle,296496,80206,Annual Plus (Denver B-cycle),792,12/31/15,10:28:00 AM,19th & Pearl,12/31/15,10:43:00 AM,12th & Columbine,15
Denver B-cycle,973810,80204,Annual (Denver B-cycle),254,12/31/15,10:24:00 AM,13th & Speer,12/31/15,10:31:00 AM,18th & California,7
Denver B-cycle,301770,80205,Annual (Denver B-cycle),4,12/31/15,10:22:00 AM,22nd & Market,12/31/15,10:37:00 AM,REI,15
Denver B-cycle,1051413,47630,24-hour Kiosk Only (Denver B-cycle),740,12/31/15,10:21:00 AM,22nd & Market,12/31/15,10:37:00 AM,REI,16
Denver B-cycle,1038844,80108,Monthly (Denver B-cycle),326,12/31/15,10:21:00 AM,11th & Emerson,12/31/15,10:34:00 AM,15th & Cleveland,13
Denver B-cycle,257970,80202,Annual Plus (Denver B-cycle),422,12/31/15,10:13:00 AM,19th & Wynkoop,12/31/15,10:16:00 AM,20th & Chestnut,3
Denver B-cycle,912571,80203,Annual Plus (Denver B-cycle),109,12/31/15,10:06:00 AM,12th & Sherman,12/31/15,10:11:00 AM,13th & Speer,5
Denver B-cycle,436960,80203,Annual (Denver B-cycle),265,12/31/15,10:03:00 AM,18th & California,12/31/15,10:14:00 AM,12th & Sherman,11
Denver B-cycle,436960,80203,Annual (Denver B-cycle),496,12/31/15,10:02:00 AM,18th & California,12/31/15,10:03:00 AM,18th & California,1
Denver B-cycle,545582,80205,Monthly (Denver B-cycle),744,12/31/15,9:54:00 AM,Five Points,12/31/15,10:03:00 AM,17th & Race,9
Denver B-cycle,27039,80218,Annual (Denver B-cycle),265,12/31/15,9:49:00 AM,9th & Downing,12/31/15,10:01:00 AM,18th & California,12
Denver B-cycle,493039,80209,Annual (Denver B-cycle),2,12/31/15,9:48:00 AM,Denver Health,12/31/15,9:56:00 AM,Denver Public Library,8
Denver B-cycle,974373,80110,Annual (Denver B-cycle),684,12/31/15,9:47:00 AM,11th & Delaware,12/31/15,9:52:00 AM,15th & Cleveland,5
Denver B-cycle,313863,80205,Annual Plus (Denver B-cycle),210,12/31/15,9:40:00 AM,25th & Lawrence,12/31/15,9:55:00 AM,1st & Broadway,15
Denver B-cycle,994537,80202,Annual Plus (Denver B-cycle),477,12/31/15,9:37:00 AM,22nd & Market,12/31/15,9:55:00 AM,18th & Arapahoe,18
Denver B-cycle,924021,80209,Annual Plus (Denver B-cycle),163,12/31/15,9:31:00 AM,Five Points,12/31/15,9:34:00 AM,28th & Larimer,3
Denver B-cycle,1017844,80205,Monthly (Denver B-cycle),358,12/31/15,9:29:00 AM,Union Station Light Rail at 17th,12/31/15,9:40:00 AM,Broadway & Walnut,11
Denver B-cycle,47346,80226,Annual (Denver B-cycle),149,12/31/15,9:15:00 AM,Denver Public Library,12/31/15,9:21:00 AM,18th & California,6
Denver B-cycle,975965,80232,Annual Plus (Denver B-cycle),38,12/31/15,9:14:00 AM,7th & Grant,12/31/15,9:25:00 AM,17th & Larimer,11
Denver B-cycle,232767,80202,Annual (Denver B-cycle),748,12/31/15,9:08:00 AM,16th & Little Raven,12/31/15,9:18:00 AM,17th & Larimer,10
Denver B-cycle,559929,80218,Annual (Denver B-cycle),379,12/31/15,9:04:00 AM,14th & Ogden,12/31/15,9:17:00 AM,15th & Curtis,13
Denver B-cycle,584772,80214,Annual (Denver B-cycle),105,12/31/15,9:01:00 AM,Decatur Federal Light Rail,12/31/15,9:24:00 AM,Denver Public Library,23
Denver B-cycle,946520,80227,Annual (Denver B-cycle),615,12/31/15,8:57:00 AM,9th & Logan,12/31/15,9:03:00 AM,Webb Building,6
Denver B-cycle,811971,80205,Annual (Denver B-cycle),715,12/31/15,8:49:00 AM,22nd & Market,12/31/15,8:52:00 AM,Market Street Station,3
Denver B-cycle,1031776,80218,Monthly (Denver B-cycle),362,12/31/15,8:47:00 AM,1st & Broadway,12/31/15,8:56:00 AM,9th & Santa Fe,9
Denver B-cycle,257970,80202,Annual Plus (Denver B-cycle),422,12/31/15,8:43:00 AM,20th & Chestnut,12/31/15,8:46:00 AM,19th & Wynkoop,3
Denver B-cycle,957013,80201,Annual (Denver B-cycle),762,12/31/15,8:39:00 AM,13th & Pearl,12/31/15,8:53:00 AM,Broadway & Walnut,14
Denver B-cycle,612609,80204,Annual (Denver B-cycle),129,12/31/15,8:32:00 AM,13th & Speer,12/31/15,8:37:00 AM,1350 Larimer,5
Denver B-cycle,13885,80238,Annual (Denver B-cycle),432,12/31/15,8:31:00 AM,19th & Pearl,12/31/15,8:35:00 AM,16th & Broadway,4
Denver B-cycle,417802,80203,Monthly (Denver B-cycle),425,12/31/15,8:30:00 AM,13th & Pearl,12/31/15,8:43:00 AM,1450 Wazee,13
Denver B-cycle,12292,80209,Annual (Denver B-cycle),26,12/31/15,8:28:00 AM,14th & Stout,12/31/15,8:31:00 AM,Webb Building,3
Denver B-cycle,1039652,80203,Monthly (Denver B-cycle),967,12/31/15,8:24:00 AM,19th & Pearl,12/31/15,8:28:00 AM,18th & California,4
Denver B-cycle,259256,80218,Annual (Denver B-cycle),702,12/31/15,8:23:00 AM,13th & Marion,12/31/15,8:31:00 AM,11th & Delaware,8
Denver B-cycle,296496,80206,Annual Plus (Denver B-cycle),792,12/31/15,8:23:00 AM,12th & Columbine,12/31/15,8:33:00 AM,19th & Pearl,10
Denver B-cycle,841602,80203,Annual (Denver B-cycle),263,12/31/15,8:19:00 AM,9th & Logan,12/31/15,8:25:00 AM,Webb Building,6
Denver B-cycle,319865,80202,Annual (Denver B-cycle),376,12/31/15,8:13:00 AM,19th & Pearl,12/31/15,8:19:00 AM,17th & Blake,6
Denver B-cycle,697586,80021,Annual (Denver B-cycle),703,12/31/15,8:06:00 AM,15th & Delgany,12/31/15,8:13:00 AM,Webb Building,7
Denver B-cycle,11592,80205,Annual (Denver B-cycle),730,12/31/15,8:04:00 AM,Park Ave West & Tremont,12/31/15,8:12:00 AM,17th & Blake,8
Denver B-cycle,701864,80218,Annual Plus (Denver B-cycle),490,12/31/15,7:59:00 AM,11th & Emerson,12/31/15,8:05:00 AM,16th & Broadway,6
Denver B-cycle,436960,80203,Annual (Denver B-cycle),67,12/31/15,7:54:00 AM,12th & Sherman,12/31/15,8:01:00 AM,18th & California,7
Denver B-cycle,237745,80206,Annual (Denver B-cycle),109,12/31/15,7:53:00 AM,14th & Ogden,12/31/15,7:58:00 AM,12th & Sherman,5
Denver B-cycle,841116,80209,Annual (Denver B-cycle),444,12/31/15,7:53:00 AM,Bayaud & Emerson,12/31/15,8:00:00 AM,Denver Health,7
Denver B-cycle,340476,80218,Annual Plus (Denver B-cycle),149,12/31/15,7:52:00 AM,13th & Marion,12/31/15,8:01:00 AM,Denver Public Library,9
Denver B-cycle,360177,80218,Annual Plus (Denver B-cycle),589,12/31/15,7:52:00 AM,13th & Marion,12/31/15,7:58:00 AM,12th & Sherman,6
Denver B-cycle,652957,80211,Annual (Denver B-cycle),747,12/31/15,7:47:00 AM,17th & Tejon,12/31/15,7:52:00 AM,16th & Little Raven,5
Denver B-cycle,281161,80305,Annual (Denver B-cycle),129,12/31/15,7:46:00 AM,Union Station Light Rail at 17th,12/31/15,7:58:00 AM,13th & Speer,12
Denver B-cycle,94539,80122,Annual (Denver B-cycle),715,12/31/15,7:43:00 AM,Union Station Light Rail at 17th,12/31/15,7:50:00 AM,22nd & Market,7
Denver B-cycle,62470,80218,Annual (Denver B-cycle),496,12/31/15,7:33:00 AM,13th & Marion,12/31/15,7:47:00 AM,18th & California,14
Denver B-cycle,46655,80206,Annual (Denver B-cycle),4,12/31/15,7:07:00 AM,Colfax & Gaylord,12/31/15,7:17:00 AM,22nd & Market,10
Denver B-cycle,922749,80205,Annual (Denver B-cycle),250,12/31/15,7:03:00 AM,22nd & Pennsylvania,12/31/15,7:05:00 AM,18th & California,2
Denver B-cycle,937409,80218,Monthly (Denver B-cycle),538,12/31/15,7:03:00 AM,11th & Emerson,12/31/15,7:10:00 AM,16th & Broadway,7
Denver B-cycle,937401,80218,Monthly (Denver B-cycle),583,12/31/15,7:03:00 AM,11th & Emerson,12/31/15,7:10:00 AM,16th & Broadway,7
Denver B-cycle,36474,80201,Annual (Denver B-cycle),275,12/31/15,6:58:00 AM,Broadway & Walnut,12/31/15,7:05:00 AM,15th & Curtis,7
Denver B-cycle,875765,80203,Annual Plus (Denver B-cycle),550,12/31/15,6:55:00 AM,11th & Emerson,12/31/15,7:09:00 AM,3rd & Milwaukee,14
Denver B-cycle,874888,80236,Annual (Denver B-cycle),352,12/31/15,6:54:00 AM,13th & Speer,12/31/15,6:58:00 AM,Webb Building,4
Denver B-cycle,809508,80202,Annual (Denver B-cycle),93,12/31/15,6:47:00 AM,Five Points,12/31/15,6:55:00 AM,17th & Larimer,8
Denver B-cycle,458482,80227,Annual (Denver B-cycle),268,12/31/15,6:10:00 AM,9th & Santa Fe,12/31/15,6:19:00 AM,16th & Broadway,9
Denver B-cycle,933564,80205,Annual (Denver B-cycle),551,12/31/15,6:06:00 AM,Broadway & Walnut,12/31/15,6:13:00 AM,16th & Broadway,7
Denver B-cycle,204869,80127,Annual (Denver B-cycle),579,12/31/15,6:05:00 AM,18th & California,12/31/15,6:21:00 AM,18th & Arapahoe,16
Denver B-cycle,827972,80202,Monthly (Denver B-cycle),31,12/31/15,5:55:00 AM,20th & Chestnut,12/31/15,6:05:00 AM,16th & Broadway,10
Denver B-cycle,313863,80205,Annual Plus (Denver B-cycle),259,12/30/15,11:03:00 PM,1st & Broadway,12/31/15,7:17:00 AM,25th & Lawrence,494
Denver B-cycle,394174,80202,Annual (Denver B-cycle),582,12/30/15,10:24:00 PM,1350 Larimer,12/30/15,10:31:00 PM,20th & Chestnut,7
Denver B-cycle,120679,80209,Annual (Denver B-cycle),9,12/30/15,10:15:00 PM,18th & Arapahoe,12/30/15,10:21:00 PM,25th & Lawrence,6
Denver B-cycle,336808,80202,Annual (Denver B-cycle),639,12/30/15,10:11:00 PM,20th & Chestnut,12/30/15,10:29:00 PM,18th & Arapahoe,18
Denver B-cycle,138764,80017,Annual (Denver B-cycle),429,12/30/15,9:11:00 PM,11th & Emerson,12/30/15,9:14:00 PM,11th & Broadway,3
Denver B-cycle,887319,80204,Annual Plus (Denver B-cycle),315,12/30/15,9:04:00 PM,16th & Broadway,12/30/15,9:23:00 PM,13th & Speer,19
Denver B-cycle,975403,80204,Annual Plus (Denver B-cycle),609,12/30/15,8:38:00 PM,18th & Arapahoe,12/30/15,8:52:00 PM,Decatur Federal Light Rail,14
Denver B-cycle,817579,80218,Annual Plus (Denver B-cycle),673,12/30/15,8:19:00 PM,11th & Emerson,12/30/15,8:39:00 PM,11th & Emerson,20
Denver B-cycle,937409,80218,Monthly (Denver B-cycle),429,12/30/15,8:09:00 PM,16th & Broadway,12/30/15,8:19:00 PM,11th & Emerson,10
Denver B-cycle,937401,80218,Monthly (Denver B-cycle),490,12/30/15,8:06:00 PM,16th & Broadway,12/30/15,8:18:00 PM,11th & Emerson,12
Denver B-cycle,887323,80204,Annual Plus (Denver B-cycle),927,12/30/15,8:05:00 PM,11th & Broadway,12/30/15,8:11:00 PM,10th & Osage,6
Denver B-cycle,975965,80232,Annual Plus (Denver B-cycle),271,12/30/15,8:03:00 PM,17th & Larimer,12/30/15,8:15:00 PM,7th & Grant,12
Denver B-cycle,27039,80218,Annual (Denver B-cycle),265,12/30/15,7:56:00 PM,18th & California,12/30/15,8:10:00 PM,9th & Downing,14
Denver B-cycle,804421,80218,Annual (Denver B-cycle),673,12/30/15,7:55:00 PM,11th & Broadway,12/30/15,7:59:00 PM,11th & Emerson,4
Denver B-cycle,558267,80205,Annual Plus (Denver B-cycle),794,12/30/15,7:53:00 PM,19th & Market,12/30/15,7:55:00 PM,17th & Blake,2
Denver B-cycle,974373,80110,Annual (Denver B-cycle),684,12/30/15,7:44:00 PM,15th & Cleveland,12/30/15,7:49:00 PM,11th & Delaware,5
Denver B-cycle,333565,80203,Annual (Denver B-cycle),547,12/30/15,7:29:00 PM,11th & Emerson,12/30/15,7:33:00 PM,13th & Pearl,4
Denver B-cycle,333563,80203,Annual (Denver B-cycle),762,12/30/15,7:29:00 PM,11th & Emerson,12/30/15,7:33:00 PM,13th & Pearl,4
Denver B-cycle,558267,80205,Annual Plus (Denver B-cycle),261,12/30/15,7:14:00 PM,Park Ave West & Tremont,12/30/15,7:21:00 PM,19th & Market,7
Denver B-cycle,395197,80229,Annual (Denver B-cycle),823,12/30/15,7:09:00 PM,19th & Wynkoop,12/30/15,7:13:00 PM,20th & Chestnut,4
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,6:59:00 PM,13th & Pearl,12/30/15,7:00:00 PM,13th & Pearl,1
Denver B-cycle,681389,80205,Annual (Denver B-cycle),774,12/30/15,6:58:00 PM,22nd & Pennsylvania,12/31/15,4:56:00 AM,Five Points,598
Denver B-cycle,923761,80015,Annual (Denver B-cycle),571,12/30/15,6:51:00 PM,16th & Broadway,12/31/15,4:56:00 AM,9th & Santa Fe,605
Denver B-cycle,233903,80209,Annual Plus (Denver B-cycle),109,12/30/15,6:43:00 PM,16th & Sherman,12/30/15,6:48:00 PM,14th & Ogden,5
Denver B-cycle,333563,80203,Annual (Denver B-cycle),762,12/30/15,6:35:00 PM,13th & Pearl,12/30/15,6:39:00 PM,11th & Emerson,4
Denver B-cycle,333565,80203,Annual (Denver B-cycle),55,12/30/15,6:34:00 PM,13th & Pearl,12/30/15,6:39:00 PM,11th & Emerson,5
Denver B-cycle,39177,80206,Annual Plus (Denver B-cycle),710,12/30/15,6:30:00 PM,33rd & Arapahoe,12/30/15,6:35:00 PM,28th & Larimer,5
Denver B-cycle,183783,80204,Annual (Denver B-cycle),2,12/30/15,6:21:00 PM,18th & California,12/30/15,6:34:00 PM,Denver Health,13
Denver B-cycle,259256,80218,Annual (Denver B-cycle),583,12/30/15,6:18:00 PM,11th & Delaware,12/30/15,6:26:00 PM,11th & Emerson,8
Denver B-cycle,47346,80226,Annual (Denver B-cycle),43,12/30/15,6:16:00 PM,12th & Sherman,12/30/15,6:38:00 PM,4th & Walnut,22
Denver B-cycle,726204,80202,Annual (Denver B-cycle),396,12/30/15,6:13:00 PM,17th & Larimer,12/30/15,6:22:00 PM,17th & Pearl,9
Denver B-cycle,427812,80203,Annual Plus (Denver B-cycle),785,12/30/15,6:13:00 PM,25th & Lawrence,12/30/15,6:22:00 PM,17th & Blake,9
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,6:12:00 PM,13th & Pearl,12/30/15,6:58:00 PM,13th & Pearl,46
Denver B-cycle,224537,80205,Annual (Denver B-cycle),685,12/30/15,6:11:00 PM,18th & California,12/30/15,6:14:00 PM,17th & Larimer,3
Denver B-cycle,957452,80218,Annual (Denver B-cycle),466,12/30/15,6:06:00 PM,1550 Glenarm,12/30/15,6:10:00 PM,17th & Pearl,4
Denver B-cycle,129261,80202,Annual (Denver B-cycle),360,12/30/15,6:01:00 PM,18th & California,12/30/15,6:05:00 PM,19th & Market,4
Denver B-cycle,852153,80218,Annual (Denver B-cycle),740,12/30/15,5:56:00 PM,17th & Blake,12/30/15,6:02:00 PM,22nd & Market,6
Denver B-cycle,584772,80214,Annual (Denver B-cycle),105,12/30/15,5:56:00 PM,Denver Public Library,12/30/15,6:18:00 PM,Decatur Federal Light Rail,22
Denver B-cycle,493039,80209,Annual (Denver B-cycle),192,12/30/15,5:55:00 PM,Denver Public Library,12/30/15,6:03:00 PM,Denver Health,8
Denver B-cycle,484632,80203,Annual (Denver B-cycle),612,12/30/15,5:54:00 PM,11th & Broadway,12/30/15,5:59:00 PM,9th & Logan,5
Denver B-cycle,493039,80209,Annual (Denver B-cycle),228,12/30/15,5:54:00 PM,Denver Public Library,12/30/15,5:55:00 PM,Denver Public Library,1
Denver B-cycle,672572,80205,Annual (Denver B-cycle),667,12/30/15,5:50:00 PM,Market Street Station,12/30/15,6:02:00 PM,Park Ave West & Tremont,12
Denver B-cycle,247989,80204,Annual (Denver B-cycle),254,12/30/15,5:48:00 PM,1550 Glenarm,12/30/15,5:52:00 PM,13th & Speer,4
Denver B-cycle,703914,80204,Annual Plus (Denver B-cycle),245,12/30/15,5:40:00 PM,10th & Osage,12/30/15,6:13:00 PM,10th & Osage,33
Denver B-cycle,924021,80209,Annual Plus (Denver B-cycle),744,12/30/15,5:36:00 PM,28th & Larimer,12/30/15,5:40:00 PM,Five Points,4
Denver B-cycle,762238,80205,Annual (Denver B-cycle),773,12/30/15,5:31:00 PM,18th & California,12/30/15,5:38:00 PM,22nd & Market,7
Denver B-cycle,143369,80202,Annual (Denver B-cycle),31,12/30/15,5:26:00 PM,16th & Broadway,12/30/15,5:36:00 PM,20th & Chestnut,10
Denver B-cycle,34772,80202,Annual (Denver B-cycle),786,12/30/15,5:24:00 PM,33rd & Arapahoe,12/30/15,5:33:00 PM,17th & Larimer,9
Denver B-cycle,381256,80205,Annual (Denver B-cycle),292,12/30/15,5:23:00 PM,18th & California,12/30/15,5:28:00 PM,22nd & Market,5
Denver B-cycle,296496,80206,Annual Plus (Denver B-cycle),792,12/30/15,5:22:00 PM,19th & Pearl,12/30/15,5:38:00 PM,12th & Columbine,16
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),360,12/30/15,5:20:00 PM,16th & Boulder,12/30/15,5:43:00 PM,18th & California,23
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),579,12/30/15,5:20:00 PM,16th & Boulder,12/30/15,5:43:00 PM,18th & California,23
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),265,12/30/15,5:20:00 PM,16th & Boulder,12/30/15,5:43:00 PM,18th & California,23
Denver B-cycle,484632,80203,Annual (Denver B-cycle),35,12/30/15,5:19:00 PM,1550 Glenarm,12/30/15,5:28:00 PM,11th & Broadway,9
Denver B-cycle,46655,80206,Annual (Denver B-cycle),4,12/30/15,5:17:00 PM,22nd & Market,12/30/15,5:35:00 PM,Colfax & Gaylord,18
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,5:17:00 PM,12th & Sherman,12/30/15,6:12:00 PM,13th & Pearl,55
Denver B-cycle,967663,80205,Annual Plus (Denver B-cycle),654,12/30/15,5:17:00 PM,2045 Franklin,12/30/15,5:49:00 PM,2045 Franklin,32
Denver B-cycle,1004757,80306,24-hour Kiosk Only (Denver B-cycle),612,12/30/15,5:14:00 PM,16th & Broadway,12/30/15,5:22:00 PM,11th & Broadway,8
Denver B-cycle,1014023,80203,Monthly (Denver B-cycle),849,12/30/15,5:14:00 PM,16th & Broadway,12/30/15,5:22:00 PM,11th & Broadway,8
Denver B-cycle,237745,80206,Annual (Denver B-cycle),318,12/30/15,5:13:00 PM,12th & Sherman,12/30/15,5:20:00 PM,13th & Marion,7
Denver B-cycle,121001,80223,Annual (Denver B-cycle),176,12/30/15,5:13:00 PM,14th & Stout,12/30/15,5:19:00 PM,11th & Delaware,6
Denver B-cycle,841116,80209,Annual (Denver B-cycle),646,12/30/15,5:12:00 PM,Denver Health,12/30/15,5:22:00 PM,Bayaud & Emerson,10
Boulder B-cycle,1038159,80205,Republic Rider (Boulder B-cycle),710,12/30/15,5:12:00 PM,17th & Larimer,12/30/15,5:24:00 PM,33rd & Arapahoe,12
Denver B-cycle,717897,80203,Annual (Denver B-cycle),592,12/30/15,5:10:00 PM,18th & California,12/30/15,5:19:00 PM,19th & Pearl,9
Denver B-cycle,360123,80209,Annual Plus (Denver B-cycle),577,12/30/15,5:10:00 PM,16th & Sherman,12/30/15,5:22:00 PM,Bayaud & Pennsylvania,12
Denver B-cycle,985824,80209,Monthly (Denver B-cycle),361,12/30/15,5:10:00 PM,1450 Wazee,12/30/15,5:27:00 PM,Bayaud & Pennsylvania,17
Denver B-cycle,620546,80202,Annual Plus (Denver B-cycle),348,12/30/15,5:08:00 PM,18th & Arapahoe,12/30/15,5:13:00 PM,20th & Chestnut,5
Denver B-cycle,340476,80218,Annual Plus (Denver B-cycle),312,12/30/15,5:07:00 PM,12th & Sherman,12/30/15,5:15:00 PM,13th & Marion,8
Denver B-cycle,360177,80218,Annual Plus (Denver B-cycle),589,12/30/15,5:07:00 PM,12th & Sherman,12/30/15,5:15:00 PM,13th & Marion,8
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,5:07:00 PM,15th & Cleveland,12/30/15,5:13:00 PM,12th & Sherman,6
Denver B-cycle,47248,80210,Annual Plus (Denver B-cycle),920,12/30/15,5:06:00 PM,Broadway & Walnut,12/30/15,5:11:00 PM,Five Points,5
Denver B-cycle,839609,80203,Monthly (Denver B-cycle),583,12/30/15,5:01:00 PM,13th & Speer,12/30/15,5:07:00 PM,11th & Delaware,6
Denver B-cycle,965808,80222,Annual (Denver B-cycle),191,12/30/15,4:57:00 PM,Webb Building,12/30/15,5:01:00 PM,11th & Delaware,4
Denver B-cycle,827972,80202,Monthly (Denver B-cycle),422,12/30/15,4:53:00 PM,18th & Arapahoe,12/30/15,5:00:00 PM,20th & Chestnut,7
Denver B-cycle,69355,80301,Annual Plus (Denver B-cycle),316,12/30/15,4:50:00 PM,DU Driscoll Center,12/30/15,5:17:00 PM,15th & Delgany,27
Denver B-cycle,592083,80202,Annual (Denver B-cycle),53,12/30/15,4:49:00 PM,16th & Broadway,12/30/15,4:55:00 PM,11th & Delaware,6
Denver B-cycle,839609,80203,Monthly (Denver B-cycle),583,12/30/15,4:49:00 PM,11th & Delaware,12/30/15,4:55:00 PM,13th & Speer,6
Denver B-cycle,295851,80210,Annual (Denver B-cycle),16,12/30/15,4:46:00 PM,DU Driscoll Center,12/30/15,4:49:00 PM,Buchtel and High,3
Denver B-cycle,650833,80218,Annual Plus (Denver B-cycle),930,12/30/15,4:45:00 PM,17th & Pearl,12/30/15,5:32:00 PM,13th & Pearl,47
Denver B-cycle,350177,80204,Annual (Denver B-cycle),358,12/30/15,4:43:00 PM,Union Station Light Rail at 17th,12/30/15,4:58:00 PM,Union Station Light Rail at 17th,15
Denver B-cycle,257970,80202,Annual Plus (Denver B-cycle),600,12/30/15,4:42:00 PM,19th & Wynkoop,12/30/15,4:45:00 PM,20th & Chestnut,3
Denver B-cycle,773373,80203,Annual (Denver B-cycle),490,12/30/15,4:40:00 PM,16th & Broadway,12/30/15,4:49:00 PM,16th & Broadway,9
Denver B-cycle,222410,80209,Annual (Denver B-cycle),183,12/30/15,4:38:00 PM,Colfax & Columbine,12/30/15,4:55:00 PM,1st & Broadway,17
Denver B-cycle,817980,80108,Annual (Denver B-cycle),775,12/30/15,4:35:00 PM,12th & Sherman,12/30/15,4:39:00 PM,11th & Emerson,4
Denver B-cycle,763054,80005,Annual (Denver B-cycle),641,12/30/15,4:32:00 PM,Webb Building,12/30/15,4:39:00 PM,15th & Delgany,7
Denver B-cycle,1044726,80215,Annual Plus (Denver B-cycle),358,12/30/15,4:32:00 PM,Broadway & Walnut,12/30/15,4:39:00 PM,Union Station Light Rail at 17th,7
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,4:30:00 PM,1550 Glenarm,12/30/15,5:07:00 PM,15th & Cleveland,37
Denver B-cycle,55779,80207,Annual Plus (Denver B-cycle),271,12/30/15,4:30:00 PM,REI,12/30/15,4:38:00 PM,17th & Larimer,8
Denver B-cycle,232767,80202,Annual (Denver B-cycle),180,12/30/15,4:24:00 PM,17th & Larimer,12/30/15,4:33:00 PM,16th & Little Raven,9
Denver B-cycle,1049192,80218,Annual (Denver B-cycle),702,12/30/15,4:23:00 PM,9th & Downing,12/30/15,4:36:00 PM,13th & Marion,13
Denver B-cycle,1051248,94609,24-hour Kiosk Only (Denver B-cycle),637,12/30/15,4:22:00 PM,12th & Sherman,12/30/15,4:42:00 PM,16th & Platte,20
Denver B-cycle,394174,80202,Annual (Denver B-cycle),658,12/30/15,4:20:00 PM,20th & Chestnut,12/30/15,4:30:00 PM,1350 Larimer,10
Denver B-cycle,631762,80206,Annual (Denver B-cycle),53,12/30/15,4:20:00 PM,Colfax & Columbine,12/30/15,4:28:00 PM,16th & Broadway,8
